img_path,category,category_index
./AISIA_BOUTIQUE_DATASET/tanks/img_1012115.jpg,tanks,0
./AISIA_BOUTIQUE_DATASET/tanks/img_1012095.jpg,tanks,0
./AISIA_BOUTIQUE_DATASET/tanks/img_1012155.jpg,tanks,0
./AISIA_BOUTIQUE_DATASET/tanks/img_1012145.jpg,tanks,0
./AISIA_BOUTIQUE_DATASET/tanks/img_1012125.jpg,tanks,0
./AISIA_BOUTIQUE_DATASET/tanks/img_1012165.jpg,tanks,0
./AISIA_BOUTIQUE_DATASET/tanks/img_1012135.jpg,tanks,0
./AISIA_BOUTIQUE_DATASET/tanks/img_1012175.jpg,tanks,0
./AISIA_BOUTIQUE_DATASET/men_coats/img_10176026.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11574412.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11574405.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11246013.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11246161.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11246150.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11246034.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_10563526.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11246022.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11869096.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11487490.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11246141.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11246049.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11940532.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_10707630.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/men_coats/img_11603785.jpg,men_coats,1
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_44969715.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58605271.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_52227787.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_52180119.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_22076155.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_42528219.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_51484606.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_60069837.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_42560688.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_57822881.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_16989105.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_48881240.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_12505215.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_43855262.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_49126770.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_51288479.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_56564222.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_55098808.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_48364143.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_4159853.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_51058974.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_28700363.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58989515.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58085696.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_17533520.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_45869915.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_49287204.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_52303124.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_35503911.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_16718520.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_57980770.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_53206600.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_44428249.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_49124258.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_49203546.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_44974117.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_62980015.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_46623130.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_21286817.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_48515176.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_56094877.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_48501959.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_52232854.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_55472867.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_55045725.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_32213305.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_51096080.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_56880643.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_46633559.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_57756554.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_14423025.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58890348.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_59088450.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58889979.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58171181.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_20430216.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_56262034.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_55521407.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58359451.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_13568062.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_55443921.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_48606378.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_55521958.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_49603428.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_26165644.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_21609191.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_51355903.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_55470274.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_41200413.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_12570599.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58488358.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_10532305.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58249999.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_37952918.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_16990328.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_17920186.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_50380463.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_51583257.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_53981791.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_50380411.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58049380.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58890323.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_59090471.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_52331138.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_55022220.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_38250736.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_34343295.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_33604701.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_56348485.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_19841529.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_45793877.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_35222112.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_41174882.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_40797356.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_52607690.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_46623084.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_51355860.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_14766645.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_49611147.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_50695874.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_49992339.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_21023181.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_39060297.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_51355867.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_55524340.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_51466561.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_56371933.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58000744.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_59091094.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_59115598.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_21260629.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_58464200.jpg,women_tshirts,2
./AISIA_BOUTIQUE_DATASET/women_tshirts/img_25881315.jpg,women_tshirts,2
